gene	peak	max_abs_Z_RNA	max_abs_Z_ATAC	PPA_3	h2cis_RNA	h2cis_se_RNA	h2cis_p_RNA	h2cis_ATAC	h2cis_se_ATAC	h2cis_p_ATAC	oe_lof_upper	loeuf_quintile	peak_pos	gene_pos	peak_distance	peak_distance_quintile	start_atac	end_atac
SLC25A29	ATAC_chr14_100304580_100308210	10.9361	5.08493	0.99994	0.29145	0.05112	0	0.11128	0.09643	0.1782	1.159	4	100306395	100306546	151	1	100304580	100308210
BEGAIN	ATAC_chr14_100440327_100440595	8.45711	7.6177	0.999404	0.16469	0.03676	0	0.52089	0.0983	0	0.32	1	100440461	100587416	146955	5	100440327	100440595
BEGAIN	ATAC_chr14_100545629_100548580	8.45711	20.2219	0.998216	0.16469	0.03676	0	0.79358	0.04831	0	0.32	1	100547104	100587416	40312	3	100545629	100548580
PPP2R5C	ATAC_chr14_101877715_101880443	6.20404	5.97633	1	0.02361	0.01976	0.108	0.1288	0.09022	0.0731	0.319	1	101879079	101761708	117371	5	101877715	101880443
MARK3	ATAC_chr14_103520249_103521470	7.37438	7.43221	0.999729	0.17033	0.04612	0	0.35476	0.09574	1.00E-05	0.629	2	103520859	103385376	135483	5	103520249	103521470
KLC1	ATAC_chr14_103689042_103690473	4.54331	18.0171	0.998535	0.11882	0.06005	0.00098	0.7355	0.06194	0	0.408	1	103689757	103561895	127862	5	103689042	103690473
XRCC3	ATAC_chr14_103689042_103690473	7.75341	18.0171	0.999215	0.19659	0.05377	0	0.7355	0.06194	0	1.721	5	103689757	103715503	25746	3	103689042	103690473
ZFYVE21	ATAC_chr14_103689042_103690473	5.88138	18.0171	0.999407	0.06075	0.02533	0.0004	0.7355	0.06194	0	0.594	2	103689757	103715729	25972	3	103689042	103690473
PLD4	ATAC_chr14_104933187_104933633	6.20069	4.3602	0.999055	0.13054	0.0444	0.00015	0.14708	0.0901	0.06072	1.303	4	104933409	104924712	8697	2	104933187	104933633
NUDT14	ATAC_chr14_105075377_105076205	8.29889	4.52493	0.999327	0.15947	0.04043	0	0.22087	0.07757	0.00181	1.639	5	105075791	105181322	105531	4	105075377	105076205
BRF1	ATAC_chr14_105292918_105294777	3.83451	5.27267	0.993931	0.04695	0.02358	0.00698	0.371	0.09531	2.00E-05	0.602	2	105293847	105315588	21741	2	105292918	105294777
HERC2	ATAC_chr15_28288629_28290280	6.34841	6.81947	0.993641	0.10049	0.04385	0.00037	0.42048	0.1104	0.00174	0.201	1	28289454	28322178	32724	3	28288629	28290280
AVEN	ATAC_chr15_34037802_34040722	16.7575	6.39795	0.999915	0.3984	0.04707	0	0.36182	0.10568	0.00032	1.414	5	34039261	34075154	35893	3	34037802	34040722
GOLGA8A	ATAC_chr15_34403052_34404765	6.05226	5.9783	1	0.10344	0.03434	6.00E-05	0.15122	0.09216	0.06009	1.807	5	34403908	34437807	33899	3	34403052	34404765
GOLGA8A	ATAC_chr15_34435977_34438209	6.05226	7.78482	1	0.10344	0.03434	6.00E-05	0.0692	0.06137	0.1668	1.807	5	34437093	34437807	714	1	34435977	34438209
GOLGA8B	ATAC_chr15_34403052_34404765	26.8059	5.9783	1	0.24061	0.08262	0.00033	0.15122	0.09216	0.06009	1.872	5	34403908	34588502	184594	5	34403052	34404765
GOLGA8B	ATAC_chr15_34435977_34438209	26.8059	7.78482	1	0.24061	0.08262	0.00033	0.0692	0.06137	0.1668	1.872	5	34437093	34588502	151409	5	34435977	34438209
RASGRP1	ATAC_chr15_38554038_38555130	12.055	5.69547	0.999655	0.37462	0.0481	0	0.47619	0.10518	0.00021	0.318	1	38554583	38565574	10991	2	38554038	38555130
RASGRP1	ATAC_chr15_38555237_38556763	12.055	6.26089	0.999812	0.37462	0.0481	0	0.38712	0.11936	0.0021	0.318	1	38555999	38565574	9575	2	38555237	38556763
RASGRP1	ATAC_chr15_38560014_38565797	12.055	4.97594	0.999788	0.37462	0.0481	0	0.28019	0.11935	0.02538	0.318	1	38562905	38565574	2669	1	38560014	38565797
RASGRP1	ATAC_chr15_38587030_38587526	12.055	4.3966	0.99971	0.37462	0.0481	0	0.21659	0.09952	0.0364	0.318	1	38587277	38565574	21703	2	38587030	38587526
FAM98B	ATAC_chr15_38695159_38697213	4.73292	12.6276	0.999642	0.12919	0.03657	4.00E-05	0.8513	0.05275	0	0.65	2	38696185	38454126	242059	5	38695159	38697213
PLCB2	ATAC_chr15_40306336_40309394	14.9949	6.97972	0.999999	0.52008	0.05426	0	0.6315	0.13218	0.00992	0.853	3	40307865	40307934	69	1	40306336	40309394
NDUFAF1	ATAC_chr15_41290901_41292164	30.8198	4.60102	0.999379	0.57377	0.05066	0	0.13633	0.06564	0.00283	0.905	3	41291532	41409402	117870	5	41290901	41292164
NUSAP1	ATAC_chr15_41290901_41292164	4.65907	4.60102	0.985677	0.0335	0.02012	0.00857	0.13633	0.06564	0.00283	0.596	2	41291532	41320793	29261	3	41290901	41292164
PLA2G4B	ATAC_chr15_41832844_41833280	10.1148	5.40787	0.998855	0.16221	0.03935	0	0.35852	0.09893	0.00016	1.324	4	41833061	41837774	4713	1	41832844	41833280
TGM5	ATAC_chr15_43253075_43254577	24.7312	9.43078	0.996586	0.61492	0.06099	0	0.56173	0.09428	0	1.436	5	43253825	43266927	13102	2	43253075	43254577
CATSPER2	ATAC_chr15_43589534_43590729	10.3843	8.20974	0.998501	0.16629	0.05597	0	0.25168	0.08582	0	1.224	4	43590131	43668117	77986	4	43589534	43590729
CATSPER2	ATAC_chr15_43689417_43690541	10.3843	9.49926	0.998671	0.16629	0.05597	0	0.44244	0.12313	0	1.224	4	43689979	43668117	21862	2	43689417	43690541
ELL3	ATAC_chr15_43589534_43590729	6.4565	8.20974	0.996062	0.07715	0.03331	0	0.25168	0.08582	0	1.163	4	43590131	43777314	187183	5	43589534	43590729
ELL3	ATAC_chr15_43689417_43690541	6.4565	9.49926	0.99057	0.07715	0.03331	0	0.44244	0.12313	0	1.163	4	43689979	43777314	87335	4	43689417	43690541
ELL3	ATAC_chr15_43798336_43799620	6.4565	9.94555	0.997179	0.07715	0.03331	0	0.44865	0.09993	0	1.163	4	43798977	43777314	21663	2	43798336	43799620
HYPK	ATAC_chr15_43589534_43590729	4.21645	8.20974	0.998293	0.02732	0.01791	0.00461	0.25168	0.08582	0	1.207	4	43590131	43796141	206010	5	43589534	43590729
HYPK	ATAC_chr15_43689417_43690541	4.01876	9.49926	0.998648	0.02732	0.01791	0.00461	0.44244	0.12313	0	1.207	4	43689979	43796141	106162	4	43689417	43690541
HYPK	ATAC_chr15_43798336_43799620	4.01876	9.94555	0.991789	0.02732	0.01791	0.00461	0.44865	0.09993	0	1.207	4	43798977	43796141	2836	1	43798336	43799620
SERF2	ATAC_chr15_43589534_43590729	9.54238	8.20974	0.993836	0.14888	0.05239	0	0.25168	0.08582	0	1.414	5	43590131	43777086	186955	5	43589534	43590729
SERF2	ATAC_chr15_43798336_43799620	9.64366	9.94555	0.998496	0.14888	0.05239	0	0.44865	0.09993	0	1.414	5	43798977	43777086	21891	2	43798336	43799620
ATP8B4	ATAC_chr15_50134445_50135798	6.89935	13.8856	0.999334	0.12138	0.03683	0	0.77585	0.0494	0	1.094	4	50135121	50182816	47695	3	50134445	50135798
DMXL2	ATAC_chr15_51620529_51621222	12.8721	19.2341	0.989898	0.24496	0.04868	0	0.75169	0.05271	0	0.158	1	51620875	51622832	1957	1	51620529	51621222
BCL2L10	ATAC_chr15_52108858_52112799	4.36945	5.27086	0.999723	0.09673	0.04941	0.01694	0.26118	0.09164	0.00174	1.735	5	52110828	52112774	1946	1	52108858	52112799
MYO5A	ATAC_chr15_52421072_52421637	16.3509	11.1594	0.997768	0.23319	0.0397	0	0.59696	0.08504	0	0.295	1	52421354	52529131	107777	4	52421072	52421637
MYO5A	ATAC_chr15_52463667_52465284	16.3509	9.37281	0.99688	0.23319	0.0397	0	0.45751	0.0863	0	0.295	1	52464475	52529131	64656	4	52463667	52465284
MYO5A	ATAC_chr15_52488935_52489160	16.3509	13.77	0.99718	0.23319	0.0397	0	0.58988	0.07614	0	0.295	1	52489047	52529131	40084	3	52488935	52489160
MYO5A	ATAC_chr15_52496214_52497174	16.3509	7.22075	0.995947	0.23319	0.0397	0	0.3226	0.08351	1.00E-05	0.295	1	52496693	52529131	32438	3	52496214	52497174
MYO5A	ATAC_chr15_52503737_52504442	16.3509	5.62452	0.996468	0.23319	0.0397	0	0.24407	0.07808	0.00015	0.295	1	52504089	52529131	25042	3	52503737	52504442
MYO5A	ATAC_chr15_52527713_52530228	16.3509	6.3766	0.997259	0.23319	0.0397	0	0.33705	0.08805	0	0.295	1	52528970	52529131	161	1	52527713	52530228
TCF12	ATAC_chr15_57102306_57103184	9.44055	10.7857	0.997011	0.21589	0.05052	0	0.51127	0.08596	0	0.372	1	57102745	56918622	184123	5	57102306	57103184
FAM81A	ATAC_chr15_59443329_59443989	5.22665	10.9424	0.999691	0.13464	0.04276	4.00E-05	0.5409	0.08692	0	0.532	2	59443659	59372692	70967	4	59443329	59443989
VPS13C	ATAC_chr15_62047313_62047749	9.25666	5.86801	0.993379	0.15399	0.03562	0	0.21507	0.07346	0.00048	0.677	2	62047531	62060472	12941	2	62047313	62047749
HERC1	ATAC_chr15_63877783_63878119	21.7917	4.25546	0.99997	0.76843	0.04299	0	0.06213	0.09899	0.3194	0.24	1	63877951	63833947	44004	3	63877783	63878119
HERC1	ATAC_chr15_63881215_63883221	21.7917	13.5278	1	0.76843	0.04299	0	0.78017	0.07227	0	0.24	1	63882217	63833947	48270	3	63881215	63883221
ANKDD1A	ATAC_chr15_64905367_64905923	38.9635	6.45729	0.999722	0.76645	0.03341	0	0.41287	0.11708	0.00013	1.285	4	64905645	64911901	6256	2	64905367	64905923
SMAD3	ATAC_chr15_67063778_67064446	4.35556	13.2391	0.999569	0.0376	0.02715	0.1078	0.67184	0.09267	0	0.4	1	67064111	67063762	349	1	67063778	67064446
MAP2K5	ATAC_chr15_67761335_67761635	6.81387	6.03237	0.999613	0.09484	0.02972	0	0.18763	0.06792	0.00015	0.509	2	67761485	67542702	218783	5	67761335	67761635
GLCE	ATAC_chr15_69103895_69105125	6.96384	6.73814	0.998952	0.18348	0.05051	0	0.25434	0.10024	0.00579	0.438	2	69104509	69160583	56074	4	69103895	69105125
GLCE	ATAC_chr15_69131658_69132104	6.96384	5.99769	0.999361	0.18348	0.05051	0	0.39898	0.09162	0	0.438	2	69131881	69160583	28702	3	69131658	69132104
UACA	ATAC_chr15_70762608_70764076	8.48536	4.72369	0.999903	0.23612	0.05849	0	0.25092	0.0979	0.00362	0.973	3	70763341	70763557	216	1	70762608	70764076
MPI	ATAC_chr15_74872143_74874180	12.8651	4.33554	0.998971	0.3393	0.06362	0	0.11599	0.05626	0.00724	1.169	4	74873161	74890004	16843	2	74872143	74874180
RPP25	ATAC_chr15_75066954_75067797	4.07908	4.56335	0.997365	0.02583	0.01537	0.02144	0.16205	0.07991	0.0083	1.498	5	75067375	74956771	110604	4	75066954	75067797
TSPAN3	ATAC_chr15_77083772_77085080	15.1987	10.6859	1	0.41194	0.07904	0	0.53426	0.09053	0	0.772	3	77084425	77083983	442	1	77083772	77085080
CTSH	ATAC_chr15_78938442_78940267	23.9019	6.3315	0.998848	0.62289	0.04007	0	0.23484	0.09579	0.01263	1.011	4	78939354	78949573	10219	2	78938442	78940267
MTHFS	ATAC_chr15_79895820_79898261	10.6055	7.9327	0.998946	0.32353	0.05395	0	0.426	0.10525	5.00E-05	1.548	5	79897040	79897378	338	1	79895820	79898261
BCL2A1	ATAC_chr15_79901930_79902876	6.602	6.74374	0.999993	0.1238	0.03983	0.00053	0.49502	0.0927	8.00E-05	0.909	3	79902403	79971195	68792	4	79901930	79902876
IL16	ATAC_chr15_81291034_81300472	14.9427	7.95862	0.999992	0.383	0.05079	0	0.26135	0.10876	0.01028	0.687	2	81295753	81159574	136179	5	81291034	81300472
GOLGA6L10	ATAC_chr15_82420876_82421178	9.47111	8.43462	0.999496	0.31141	0.06506	0	0.53882	0.08628	0	1.879	5	82421027	82349474	71553	4	82420876	82421178
TM6SF1	ATAC_chr15_83198597_83200824	5.33123	4.68934	0.999155	0.06816	0.03577	0.01722	0.18167	0.07308	0.00611	1.047	4	83199710	83107571	92139	4	83198597	83200824
TM6SF1	ATAC_chr15_83205881_83208708	5.33123	4.97788	0.999017	0.06816	0.03577	0.01722	0.19314	0.07767	0.0052	1.047	4	83207294	83107571	99723	4	83205881	83208708
ADAMTSL3	ATAC_chr15_83989907_83990458	8.20791	5.07875	0.999933	0.15333	0.0407	0	0.10435	0.06351	0.03929	0.647	2	83990182	83654087	336095	5	83989907	83990458
ADAMTSL3	ATAC_chr15_83991090_83993256	8.20791	17.1744	0.99993	0.15333	0.0407	0	0.76427	0.06044	0	0.647	2	83992173	83654087	338086	5	83991090	83993256
PDE8A	ATAC_chr15_84976778_84977596	6.27916	12.0896	0.995813	0.09252	0.03326	3.00E-05	0.57917	0.07836	0	0.532	2	84977187	84980439	3252	1	84976778	84977596
AKAP13	ATAC_chr15_85710130_85711073	7.97253	13.959	0.999942	0.15204	0.03813	0	0.7651	0.05838	0	0.294	1	85710601	85380570	330031	5	85710130	85711073
AKAP13	ATAC_chr15_85711667_85712253	7.97253	5.34896	0.999944	0.15204	0.03813	0	0.42578	0.10294	0.00023	0.294	1	85711959	85380570	331389	5	85711667	85712253
AP3S2	ATAC_chr15_89848413_89849150	10.8858	5.12163	0.998787	0.30247	0.04962	0	0.37425	0.11837	0.00387	1.427	5	89848781	89894637	45856	3	89848413	89849150
SEMA4B	ATAC_chr15_90165412_90166378	10.0743	9.76091	0.999926	0.25928	0.05127	0	0.47374	0.12076	0.0012	0.533	2	90165895	90160603	5292	1	90165412	90166378
CRTC3	ATAC_chr15_90418725_90420505	7.42312	6.67571	0.998201	0.19045	0.04889	0	0.24364	0.06939	1.00E-05	0.359	1	90419615	90529922	110307	4	90418725	90420505
FES	ATAC_chr15_90883486_90886728	10.6414	5.15455	0.999822	0.38009	0.06014	0	0.19795	0.14062	0.1325	0.845	3	90885107	90883694	1413	1	90883486	90886728
MEF2A	ATAC_chr15_99447643_99448464	12.0275	4.45215	0.999927	0.42771	0.05713	0	0.06554	0.09054	0.2767	0.287	1	99448053	99565416	117363	5	99447643	99448464
MEF2A	ATAC_chr15_99513653_99516221	12.0275	7.73562	0.999937	0.42771	0.05713	0	0.48771	0.10423	0.00011	0.287	1	99514937	99565416	50479	3	99513653	99516221
SNRNP25	ATAC_chr16_22558_23314	18.7684	7.19253	0.999889	0.82994	0.02882	0	0.07105	0.12388	0.304	1.109	4	22935	53827	30892	3	22558	23314
SNRNP25	ATAC_chr16_25760_27367	18.7684	10.5097	0.99997	0.82994	0.02882	0	0.55603	0.17099	0.02127	1.109	4	26563	53827	27264	3	25760	27367
NME4	ATAC_chr16_392748_392977	8.02613	7.48962	0.999946	0.18664	0.04583	0	0.49072	0.12056	4.00E-05	1.565	5	392862	396724	3862	1	392748	392977
TMEM204	ATAC_chr16_1533632_1534117	12.797	7.70384	0.999962	0.28061	0.04834	0	0.58882	0.11438	0	0.381	1	1533874	1528687	5187	1	1533632	1534117
CDIP1	ATAC_chr16_4526903_4527193	13.7288	5.47654	0.999405	0.28459	0.04546	0	0.41135	0.14649	0.00128	0.449	2	4527047	4538827	11780	2	4526903	4527193
ANKS3	ATAC_chr16_4746963_4748788	4.32008	14.2652	0.998412	0.05732	0.02769	0.01035	0.72973	0.06396	0	0.726	3	4747875	4734377	13498	2	4746963	4748788
ANKS3	ATAC_chr16_4749621_4750220	4.32008	8.497	0.999912	0.05732	0.02769	0.01035	0.4432	0.08342	0	0.726	3	4749920	4734377	15543	2	4749621	4750220
TMEM114	ATAC_chr16_8594121_8594489	9.51546	6.28635	0.999977	0.18684	0.0458	1.00E-05	0.30679	0.12478	0.02413	1.818	5	8594305	8590510	3795	1	8594121	8594489
GRIN2A	ATAC_chr16_9840930_9841907	3.95672	5.38459	0.994446	0.04286	0.02191	0.01502	0.75382	0.08743	0	0.188	1	9841418	10182927	341509	5	9840930	9841907
SOCS1	ATAC_chr16_11075851_11077107	4.6547	4.9334	0.999365	0.06268	0.02647	0.00386	0.11199	0.09468	0.1575	1.068	4	11076479	11256203	179724	5	11075851	11077107
SOCS1	ATAC_chr16_11104522_11106050	4.6547	5.59394	0.999188	0.06268	0.02647	0.00386	0.24667	0.09035	0.0019	1.068	4	11105285	11256203	150918	5	11104522	11106050
SOCS1	ATAC_chr16_11112689_11114037	4.6547	4.62649	0.996867	0.06268	0.02647	0.00386	0.23319	0.09934	0.01292	1.068	4	11113363	11256203	142840	5	11112689	11114037
SNN	ATAC_chr16_11668930_11671526	6.50575	4.47765	0.997968	0.15155	0.04273	1.00E-05	0.16115	0.10637	0.1137	1.753	5	11670227	11668454	1773	1	11668930	11671526
TXNDC11	ATAC_chr16_11733994_11735060	7.93572	5.65976	0.999925	0.20634	0.04913	0	0.28159	0.10012	0.00775	0.818	3	11734527	11742856	8329	2	11733994	11735060
MYH11	ATAC_chr16_15855467_15856202	6.1324	14.6212	0.999465	0.19187	0.04659	0	0.73298	0.06424	0	0.305	1	15855834	15857027	1193	1	15855467	15856202
COG7	ATAC_chr16_23510133_23511023	11.9241	6.44766	0.989718	0.17927	0.04423	0	0.40035	0.12197	0	0.661	2	23510577	23453188	57389	4	23510133	23511023
COG7	ATAC_chr16_23516617_23517187	11.9241	3.94719	0.996129	0.17927	0.04423	0	0.20339	0.1173	0.00965	0.661	2	23516901	23453188	63713	4	23516617	23517187
EARS2	ATAC_chr16_23510133_23511023	13.3403	6.44766	0.991992	0.24474	0.04963	0	0.40035	0.12197	0	1.021	4	23510577	23557730	47153	3	23510133	23511023
EARS2	ATAC_chr16_23516617_23517187	13.4916	3.94719	0.997443	0.24474	0.04963	0	0.20339	0.1173	0.00965	1.021	4	23516901	23557730	40829	3	23516617	23517187
GGA2	ATAC_chr16_23510133_23511023	11.5949	6.44766	0.998534	0.2156	0.05029	0	0.40035	0.12197	0	0.749	3	23510577	23521994	11417	2	23510133	23511023
GGA2	ATAC_chr16_23516617_23517187	11.5949	3.94719	0.998118	0.2156	0.05029	0	0.20339	0.1173	0.00965	0.749	3	23516901	23521994	5093	1	23516617	23517187
ARHGAP17	ATAC_chr16_25005501_25005827	5.25797	9.1798	0.998692	0.14563	0.04412	2.00E-05	0.50795	0.08248	0	0.442	2	25005663	25015665	10002	2	25005501	25005827
IL4R	ATAC_chr16_27273492_27274721	6.26502	4.67637	0.999098	0.12297	0.03685	1.00E-05	0.37348	0.10557	0.00147	0.832	3	27274106	27313667	39561	3	27273492	27274721
EIF3C	ATAC_chr16_28749925_28750919	4.75713	8.79557	0.99106	0.083	0.03331	2.00E-05	0.30072	0.08327	0	1.926	5	28750421	28688557	61864	4	28749925	28750919
ZNF747	ATAC_chr16_30349470_30350091	4.02684	9.18158	0.994861	0.0403	0.02012	0.00174	0.42239	0.07732	0	1.468	5	30349780	30535346	185566	5	30349470	30350091
SEPHS2	ATAC_chr16_30469625_30474507	5.71874	4.22485	0.999841	0.07706	0.03892	0.00436	0.07162	0.10051	0.295	0.998	4	30472065	30445873	26192	3	30469625	30474507
STX4	ATAC_chr16_31032538_31034709	9.29723	5.23431	0.998878	0.11075	0.03461	0	0.16363	0.06759	0.00037	1.158	4	31033623	31032888	735	1	31032538	31034709
ZNF668	ATAC_chr16_31093039_31093569	4.87884	6.77603	0.998293	0.09549	0.03492	4.00E-05	0.3264	0.109	1.00E-05	0.52	2	31093303	31074239	19064	2	31093039	31093569
ZNF668	ATAC_chr16_31093039_31093569	4.87884	6.77603	0.998293	0.09549	0.03492	4.00E-05	0.3264	0.109	1.00E-05	1.512	5	31093303	31074239	19064	2	31093039	31093569
TGFB1I1	ATAC_chr16_31466477_31467674	5.87809	13.6325	0.999682	0.17036	0.05817	0	0.67358	0.0649	0	0.576	2	31467075	31471584	4509	1	31466477	31467674
VPS35	ATAC_chr16_46632055_46633899	3.92814	6.26242	0.991374	0.02433	0.01669	0.00487	0.21075	0.08374	1.00E-05	0.313	1	46632977	46689517	56540	4	46632055	46633899
VPS35	ATAC_chr16_46742645_46743747	3.92814	5.18362	0.983004	0.02433	0.01669	0.00487	0.16396	0.07502	0.00113	0.313	1	46743195	46689517	53678	4	46742645	46743747
SNX20	ATAC_chr16_50695194_50698972	5.17427	4.67049	0.998513	0.08925	0.02804	0.00015	0.19876	0.08813	0.01616	1.552	5	50697083	50681352	15731	2	50695194	50698972
RBL2	ATAC_chr16_53449996_53450387	6.36981	16.8335	0.996821	0.08872	0.02863	2.00E-05	0.81791	0.05083	0	0.268	1	53450191	53433976	16215	2	53449996	53450387
AMFR	ATAC_chr16_56420743_56424668	9.565	5.02174	0.999745	0.28132	0.05217	0	0.26482	0.09963	0.00293	0.63	2	56422705	56425544	2839	1	56420743	56424668
BBS2	ATAC_chr16_56420743_56424668	28.981	5.02174	0.999564	0.7069	0.03393	0	0.26482	0.09963	0.00293	1.066	4	56422705	56582666	159961	5	56420743	56424668
MT1E	ATAC_chr16_56625098_56626382	9.44237	4.87295	0.999929	0.32354	0.0575	0	0.12019	0.13123	0.2377	1.833	5	56625739	56625474	265	1	56625098	56626382
SLC12A3	ATAC_chr16_56870968_56871660	6.7682	4.38882	0.999974	0.22779	0.05772	0	0.02994	0.11452	0.4256	1.198	4	56871313	56865206	6107	2	56870968	56871660
DOK4	ATAC_chr16_57487114_57488020	16.3785	6.06051	0.999942	0.41121	0.053	0	0.32485	0.14045	0.01902	0.602	2	57487567	57487326	241	1	57487114	57488020
TEPP	ATAC_chr16_57981555_57983001	4.55706	9.81448	0.999705	0.06445	0.02553	0.00246	0.56637	0.10148	0	0.985	4	57982277	57976434	5843	2	57981555	57983001
CCDC113	ATAC_chr16_58213209_58213796	8.26312	6.0447	0.999482	0.23018	0.04868	0	0.29852	0.09403	0.00244	1.427	5	58213502	58231156	17654	2	58213209	58213796
CCDC113	ATAC_chr16_58214419_58216039	8.26312	12.2495	0.999552	0.23018	0.04868	0	0.63443	0.08048	0	1.427	5	58215229	58231156	15927	2	58214419	58216039
CSNK2A2	ATAC_chr16_58213209_58213796	13.236	6.0447	0.999638	0.28361	0.04265	0	0.29852	0.09403	0.00244	0.184	1	58213502	58198105	15397	2	58213209	58213796
CSNK2A2	ATAC_chr16_58214419_58216039	13.236	12.2495	0.999721	0.28361	0.04265	0	0.63443	0.08048	0	0.184	1	58215229	58198105	17124	2	58214419	58216039
GOT2	ATAC_chr16_58728983_58729480	22.2986	8.61263	0.999016	0.44758	0.04685	0	0.43279	0.08114	0	0.623	2	58729231	58734341	5110	1	58728983	58729480
CMTM3	ATAC_chr16_66478644_66479373	7.39556	4.75309	0.999879	0.21593	0.05485	0	0.42862	0.09261	1.00E-05	1.686	5	66479008	66603873	124865	5	66478644	66479373
CMTM3	ATAC_chr16_66551333_66553129	6.32279	4.52199	0.998073	0.21593	0.05485	0	0.3854	0.08657	0	1.686	5	66552231	66603873	51642	3	66551333	66553129
PRMT7	ATAC_chr16_68368372_68369181	13.7208	9.60042	0.999889	0.53843	0.06955	0	0.46559	0.09998	0	0.987	4	68368776	68310950	57826	4	68368372	68369181
SMPD3	ATAC_chr16_68368372_68369181	6.84554	9.60042	0.99973	0.22268	0.07396	0	0.46559	0.09998	0	0.427	1	68368776	68448507	79731	4	68368372	68369181
ZFP90	ATAC_chr16_68538873_68540425	10.6435	6.19669	0.996575	0.25104	0.05307	0	0.30737	0.08798	1.00E-05	0.521	2	68539649	68530089	9560	2	68538873	68540425
HAS3	ATAC_chr16_69057537_69058216	5.29526	10.6243	0.999973	0.04548	0.02224	0.0129	0.58308	0.09747	0	0.372	1	69057876	69105652	47776	3	69057537	69058216
VAC14	ATAC_chr16_70791491_70793011	8.81469	9.40339	0.999999	0.22518	0.0553	0	0.61053	0.08079	0	0.421	1	70792251	70801159	8908	2	70791491	70793011
VAC14	ATAC_chr16_70793105_70794571	8.81469	12.1161	0.999999	0.22518	0.0553	0	0.67487	0.07197	0	0.421	1	70793837	70801159	7322	2	70793105	70794571
VAC14	ATAC_chr16_70795072_70795977	8.81469	9.81505	0.999999	0.22518	0.0553	0	0.57001	0.07777	0	0.421	1	70795524	70801159	5635	1	70795072	70795977
VAC14	ATAC_chr16_70796315_70796782	8.81469	8.41128	0.999999	0.22518	0.0553	0	0.54104	0.09552	0	0.421	1	70796548	70801159	4611	1	70796315	70796782
MARVELD3	ATAC_chr16_71623512_71624227	6.69186	15.4195	0.998463	0.11085	0.03529	0	0.6114	0.07262	0	1.236	4	71623869	71626160	2291	1	71623512	71624227
MARVELD3	ATAC_chr16_71626077_71627058	6.72186	9.74123	0.998031	0.11085	0.03529	0	0.39773	0.08185	0	1.236	4	71626567	71626160	407	1	71626077	71627058
MARVELD3	ATAC_chr16_71754745_71755152	6.69186	6.15861	0.997247	0.11085	0.03529	0	0.18865	0.066	0.00015	1.236	4	71754948	71626160	128788	5	71754745	71755152
PHLPP2	ATAC_chr16_71727727_71728264	9.35717	6.0173	0.992981	0.24858	0.05654	0	0.23279	0.09148	0.00111	0.524	2	71727995	71724700	3295	1	71727727	71728264
TMEM170A	ATAC_chr16_75287602_75289397	5.75581	5.41675	0.993972	0.06183	0.02525	0.00038	0.28237	0.09619	0.00058	1.933	5	75288499	75465496	176997	5	75287602	75289397
CHST6	ATAC_chr16_75484654_75487615	6.18402	8.31792	0.999818	0.17913	0.0643	0	0.55817	0.12236	0.00013	1.823	5	75486134	75495444	9310	2	75484654	75487615
CHST6	ATAC_chr16_75487946_75489288	6.18402	4.56621	0.999889	0.17913	0.0643	0	0.03286	0.08432	0.3738	1.823	5	75488617	75495444	6827	2	75487946	75489288
CENPN	ATAC_chr16_81014588_81015008	6.54156	4.94299	0.997967	0.09666	0.02794	1.00E-05	0.22194	0.0893	0.00786	0.646	2	81014797	81006551	8246	2	81014588	81015008
PLCG2	ATAC_chr16_81835768_81838358	9.79236	10.747	0.999989	0.38711	0.05344	0	0.61447	0.1283	0.00036	0.281	1	81837063	81779278	57785	4	81835768	81838358
MPHOSPH6	ATAC_chr16_82169390_82170852	17.3985	6.14576	0.999993	0.4143	0.05127	0	0.34143	0.12379	0.01357	1.419	5	82170121	82170223	102	1	82169390	82170852
